,Year,Date,Type,Injury,Fatal (Y/N)
1678,2001,15-Sep-01,Unprovoked,Foot bitten,N
1679,2001,13-Sep-01,Provoked,Head bitten by captive shark PROVOKED INCIDENT,N
1680,2001,08-Sep-01,Provoked,Fingers & leg lacerated  by hooked shark PROVOKED INCIDENT,N
1681,2001,07-Sep-01,Unprovoked,Minor injury to left leg,N
1682,2001,07-Sep-01,Invalid,Left hand injured,N
1683,2001,03-Sep-01,Unprovoked,FATAL,Y
1684,2001,03-Sep-01,Unprovoked,Left buttock & foot  severed,N
1685,2001,02-Sep-01,Unprovoked,Right calf lacerated,N
1686,2001,01-Sep-01,Unprovoked,"FATAL, thigh bitten ",Y
1687,2001,31-Aug-01,Unprovoked,Torso lacerated,N
1688,2001,29-Aug-01,Unprovoked,Punctures & lacerations on elbow & forearm,N
1689,2001,27-Aug-01,Unprovoked,Heel lacerated,N
1690,2001,26-Aug-01,Unprovoked,Thigh & foot bitten,N
1691,2001,25-Aug-01,Unprovoked,Upper left thigh & right foot bitten,N
1692,2001,22-Aug-01,Unprovoked,Foot lacerated,N
1693,2001,21-Aug-01,Unprovoked,Thigh lacerated,N
1694,2001,19-Aug-01,Unprovoked,Cuts on right foot,N
1695,2001,19-Aug-01,Unprovoked,Lacerations to lower leg,N
1696,2001,19-Aug-01,Unprovoked,Left foot lacerated,N
1697,2001,18-Aug-01,Unprovoked,Cuts on right foot,N
1698,2001,18-Aug-01,Unprovoked,Back of left hand gashed,N
1699,2001,18-Aug-01,Unprovoked,Left ankle bitten,N
1700,2001,16-Aug-01,Unprovoked,Calf bitten,N
1701,2001,12-Aug-01,Unprovoked,Legs bitten,N
1702,2001,05-Aug-01,Unprovoked,Toe bitten,N
1703,2001,04-Aug-01,Unprovoked,"Leg bitten, later surgically amputated above the knee",N
1704,2001,03-Aug-01,Boat,No Injury to occupants,N
1705,2001,26-Jul-01,Unprovoked,Survived,N
1706,2001,25-Jul-01,Unprovoked,Minor injury,N
1707,2001,24-Jul-01,Unprovoked,2 bites behind knee,N
1708,2001,21-Jul-01,Boat,No Injury to occupants; shark bumped the boat ,N
1709,2001,15-Jul-01,Unprovoked,Left foot & heel lacerated,N
1710,2001,15-Jul-01,Unprovoked,Foot lacerated,N
1711,2001,06-Jul-01,Unprovoked,Foot bitten,N
1712,2001,06-Jul-01,Unprovoked,"Arm severed, surgically reattached",N
1713,2001,03-Jul-01,Unprovoked,Hand bitten,N
1714,2001,Jul-01,Unprovoked,2-inch cut on dorsum of left foot,N
1715,2001,12-Jun-01,Unprovoked,Leg lacerated,N
1716,2001,10-Jun-01,Provoked,"No injury. Shark made threat display, then diver shot the shark PROVOKED INCIDENT",N
1717,2001,09-Jun-01,Invalid,Remains recovered from gut of a  3.7 m [12'] tiger shark,Y
1718,2001,03-Jun-01,Unprovoked,3 puncture wounds on each side of her left  hand,N
1719,2001,29-May-01,Unprovoked,Survived,N
1720,2001,23-May-01,Unprovoked,Shin lacerated,N
1721,2001,20-May-01,Unprovoked,5.5-inch laceration on calf,N
1722,2001,18-May-01,Provoked,Arm bitten PROVOKED INCIDENT,N
1723,2001,11-May-01,Invalid,Fatal or drowned & remains scavenged by shark,Y
1724,2001,08-May-01,Unprovoked,Leg bitten,N
1725,2001,04-May-01,Unprovoked,"Chest lacerated, surfboard bitten",N
1726,2001,03-May-01,Unprovoked,Foot lacerated ,N
1727,2001,May-01,Unprovoked,FATAL,Y
1728,2001,28-Apr-01,Unprovoked,4 small lacerations on lower right leg,N
1729,2001,13-Apr-01,Unprovoked,Foot & ankle lacerated,N
1730,2001,13-Apr-01,Unprovoked,Right foot & ankle lacerated,N
1731,2001,12-Apr-01,Unprovoked,Right ankle & lower leg lacerated,N
1732,2001,12-Apr-01,Unprovoked,Foot & ankle lacerated,N
1733,2001,12-Apr-01,Unprovoked,Small cuts on big & pinky toes of left foot,N
1734,2001,12-Apr-01,Unprovoked,Foot & ankle lacerated,N
1735,2001,12-Apr-01,Unprovoked,Foot lacerated,N
1736,2001,11-Apr-01,Unprovoked,Minor cuts on right heel & foot,N
1737,2001,11-Apr-01,Unprovoked,Lacerations to top & bottom of left foot,N
1738,2001,11-Apr-01,Unprovoked,Minor punctures & lacerations on left hand ,N
1739,2001,10-Apr-01,Unprovoked,Foot lacerated,N
1740,2001,08-Apr-01,Unprovoked,"Thigh, hip & buttock bitten",N
1741,2001,08-Apr-01,Provoked,Wrist lacerated PROVOKED INCIDENT,N
1742,2001,05-Apr-01,Unprovoked,Minor lacerations to dorsum of left foot,N
1743,2001,02-Ap-2001,Unprovoked,Left thigh bitten,N
1744,2001,02-Apr-01,Unprovoked,Calf bitten,N
1745,2001,23-Mar-01,Unprovoked,"Minor cuts on left hand, body board bitten",N
1746,2001,09-Mar-01,Unprovoked,Fingers & hand lacerated,N
1747,2001,08-Mar-01,Invalid,Lacerations below the knee,N
1748,2001,03-Mar-01,Unprovoked,FATAL,Y
1749,2001,Mar-01,Sea Disaster,"Human remains recovered in shark caught off Anguilla, probable scavenging on drowned body",Y
1750,2001,26-Feb-01,Boat,No injury to occupants,N
1751,2001,11-Feb-01,Invalid,Bones recovered by fishermen in 300-kg [662-lb] white sharks gut,Y
1752,2001,04-Feb-01,Unprovoked,Leg bitten,N
1753,2001,Reported  24-Jan-2001,Boat,"No injury, shark ramme d & bit kayak",N
1754,2001,24-Jan-01,Unprovoked,Left arm bitten,N
1755,2001,21-Jan-01,Boat,No injury to occupants,N
1756,2001,09-Jan-01,Unprovoked,"Foot bruised, board dinged",N
1757,2001,06-Jan-01,Boat,"No injury, kayak bitten",N
1758,2000,24-Dec-00,Unprovoked,Hand bitten,N
1759,2000,12-Dec-00,Unprovoked,"FATAL, leg severed ",Y
1760,2000,11-Dec-00,Boat,No injury to occupants,N
1761,2000,05-Dec-00,Unprovoked,No injury,N
1762,2000,03-Dec-00,Unprovoked,Left elbow and forearm bitten,N
1763,2000,Dec-00,Unprovoked,FATAL,Y
1764,2000,21-Nov-00,Unprovoked,"No injury, wetsuit & swimfin torn",N
1765,2000,20-Nov-00,Invalid,"Missing, thought to have been taken by a shark",Y
1766,2000,17-Nov-00,Unprovoked,Right calf lacerated,N
1767,2000,10-Nov-00,Invalid,No injury,N
1768,2000,06-Nov-00,Unprovoked,Leg & feet lacerated,N
1769,2000,06-Nov-00,Unprovoked,"FATAL, torso bitten, leg severed ",Y
1770,2000,04-Nov-00,Unprovoked,Both thighs bitten,N
1771,2000,29-Oct-00,Boat,"No Injury to occupant, shark holed and sank boat",N
1772,2000,20-Oct-00,Unprovoked,Leg lacerated,N
1773,2000,18-Oct-00,Unprovoked,Right side of back / torso lacerated,N
1774,2000,14-Oct-00,Unprovoked,Right hand lacerated,N
1775,2000,09-Oct-00,Unprovoked,Foot lacerated,N
1776,2000,06-Oct-00,Unprovoked,Fingers lacerated,N
1777,2000,06-Oct-00,Unprovoked,Right foot & heel lacerated,N
1778,2000,02-Oct-00,Unprovoked,Upper left arm lacerated,N
1779,2000,29-Sep-00,Unprovoked,No injury,N
1780,2000,25-Sep-00,Unprovoked,FATAL,Y
1781,2000,24-Sep-00,Unprovoked,FATAL,Y
1782,2000,19-Sep-00,Provoked,Foot lacerated from toe to heel when he tripped on shark during fishing competition PROVOKED INCIDENT,N
1783,2000,16-Sep-00,Unprovoked, FATAL,Y
1784,2000,16-Sep-00,Unprovoked,Non-fatal,N
1785,2000,15-Sep-00,Unprovoked,Right lower leg & ankle lacerated,N
1786,2000,12-Sep-00,Unprovoked,Puncture wounds on knee,N
1787,2000,11-Sep-00,Unprovoked,Finger lacerated,N
1788,2000,10-Sep-00,Unprovoked,Minor injury to arm and hand,N
1789,2000,10-Sep-00,Unprovoked,Swim fin bitten,N
1790,2000,08-Sep-00,Unprovoked,FATAL,Y
1791,2000,08-Sep-00,Unprovoked,Left foot lacerated ,N
1792,2000,08-Sep-00,Unprovoked,Left arm bitten,N
1793,2000,Early Sep-2000,Unprovoked,FATAL,Y
1794,2000,31-Aug-00,Unprovoked,Punctures & lacerations on right foot,N
1795,2000,30-Aug-00,Unprovoked,FATAL,Y
1796,2000,Reported 27-Aug-2000,Provoked,Leg bitten by netted shark PROVOKED INCIDENT,N
1797,2000,21-Aug-00,Unprovoked,"Severe gash to left hand above wrist, almost severing hand",N
1798,2000,15-Aug-00,Unprovoked,Left calf lacerated,N
1799,2000,13-Aug-00,Unprovoked,Minor lacerations to the dorsum of the right foot,N
1800,2000,12-Aug-00,Unprovoked,Severely bitten on lower leg ,N
1801,2000,11-Aug-00,Invalid,Non-fatal,N
1802,2000,10-Aug-00,Invalid,Shark involvement probably post-mortem,Y
1803,2000,Aug-00,Unprovoked,FATAL,Y
1804,2000,25-Jul-00,Unprovoked,Minor laceration on left leg,N
1805,2000,22-Jul-00,Unprovoked,Leg pinched,N
1806,2000,17-Jul-00,Unprovoked,Foot lacerated,N
1807,2000,16-Jul-00,Unprovoked,Minor lacerations on foot,N
1808,2000,16-Jul-00,Unprovoked,Hand lacerated,N
1809,2000,15-Jul-00,Unprovoked,"No injury, flung off board",N
1810,2000,15-Jul-00,Unprovoked,No Injury,N
1811,2000,12-Jul-00,Unprovoked,Left arm bitten,N
1812,2000,10-Jul-00,Unprovoked,Minor laceration & 3 punctures to right foot,N
1813,2000,09-Jul-00,Unprovoked,Knee & calf lacerated,N
1814,2000,07-Jul-00,Unprovoked,Ankle & foot lacerated,N
1815,2000,06-Jul-00,Unprovoked,Calf lacerated,N
1816,2000,04-Jul-00,Unprovoked,Left inner thigh,N
1817,2000,04-Jul-00,Unprovoked,Lower right calf lacerated,N
1818,2000,02-Jul-00,Unprovoked,Left calf & hand lacerated,N
1819,2000,02-Jul-00,Unprovoked,Left thigh lacerated,N
1820,2000,Jul-00,Unprovoked,FATAL,Y
1821,2000,30-Jun-00,Unprovoked,FATAL,Y
1822,2000,29-Jun-00,Boat,"No injury, shark bit the dinghy",N
1823,2000,19-Jun-00,Unprovoked,Right ankle lacerated,N
1824,2000,13-Jun-00,Boat,"No injury to occupants, boat's rear platform bitten",N
1825,2000,10-Jun-00,Unprovoked,Foot lacerated,N
1826,2000,09-Jun-00,Unprovoked,Puncture wounds on right hip and arm,N
1827,2000,09-Jun-00,Unprovoked,Right forearm severed surgically amputated above elbow,N
1828,2000,02-Jun-00,Unprovoked,Right forearm lacerated,N
1829,2000,Early Jun-2000,Unprovoked,"FATAL, legs severed  ",Y
1830,2000,13-May-00,Sea Disaster,Sharks prevented recovery of remains,Y
1831,2000,09-May-00,Invalid,Probable drowning,Y
1832,2000,07-May-00,Unprovoked,Left leg & ankle bitten,N
1833,2000,07-May-00,Unprovoked,FATAL,Y
1834,2000,14-Apr-00,Unprovoked,Left foot lacerated,N
1835,2000,09-Apr-00,Unprovoked,Puncture marks on right thigh,N
1836,2000,31-Mar-00,Unprovoked,"No Injury, bumped by shark",N
1837,2000,30-Mar-00,Unprovoked,Left calf bitten,N
1838,2000,26-Mar-00,Unprovoked,Right knee lacerated,N
1839,2000,24-Mar-00,Unprovoked,Left hand bitten,N
1840,2000,15-Mar-00,Unprovoked,FATAL,Y
1841,2000,14-Mar-00,Unprovoked,No Injury,N
1842,2000,10-Mar-00,Boat,No Injury to occupants,N
1843,2000,09-Mar-00,Boat,No injury to occupants; oar bitten,N
1844,2000,Reported      03-Mar-2000,Invalid,Reported as shark attack but probable drowning ,
1845,2000,02-Mar-00,Unprovoked,Survived,N
1846,2000,Mar-00,Unprovoked,"No injury to diver, speargun damaged",N
1847,2000,21-Feb-00,Unprovoked,Right calf bitten,N
1848,2000,19-Feb-00,Unprovoked,Foot bitten,N
1849,2000,14-Feb-00,Provoked,Fingers bitten PROVOKED INCIDENT,N
1850,2000,03-Feb-00,Unprovoked,"No injury, wetsuit punctured",N
1851,2000,01-Feb-00,Unprovoked,Hand bitten,N
1852,2000,Reported 28-Jan-2000,Boat,FATAL,Y
1853,2000,05-Jan-00,Unprovoked,FATAL,Y
1854,2000,2000,Boat,No injury to occupant; shark bit propeller,N
1855,1999,31-Dec-99,Unprovoked,Six puncture wounds on  leg,N
1856,1999,31-Dec-99,Unprovoked,Arm bitten,N
1857,1999,31-Dec-99,Unprovoked,A cut on her hand,N
1858,1999,26-Dec-99,Unprovoked,"Leg bitten, surgically amputated",N
1859,1999,14-Dec-99,Invalid,"Presumed taken by a shark,  but forensic evidence suggested otherwise.",Y
1860,1999,06-Dec-99,Invalid,Lateral right thigh bitten,N
1861,1999,02-Dec-99,Unprovoked,Right arm & fingers lacerated,N
1862,1999,30-Nov-99,Unprovoked,Lacerations to hand & wrist,N
1863,1999,23-Nov-99,Unprovoked,"Buttock bitten, hands lacerated",N
1864,1999,15-Nov-99,Unprovoked,"No injury, board bitten",N
1865,1999,13-Nov-99,Unprovoked,Lower legs lacerated,N
1866,1999,06-Nov-99,Unprovoked,Upper right thigh bitten,N
1867,1999,Nov-99,Unprovoked,Lacerations to leg,N
1868,1999,Nov-99,Unprovoked,Lacerations to buttocks,N
1869,1999,30-Oct-99,Unprovoked,Right foot lacerated,N
1870,1999,30-Oct-99,Unprovoked,"Shark bit 8"" chunk from swim fin",N
1871,1999,20-Oct-99,Unprovoked,Lacerations to right hand & wrist,N
1872,1999,01-Oct-99,Unprovoked,Right arm bitten,N
1873,1999,29-Sep-99,Unprovoked,3 one-inch lacerations to sole of right foot,N
1874,1999,24-Sep-99,Boat,No Injury to occupants,N
1875,1999,Reported 16-Sep-1999,Unprovoked,Thigh (posterior) bitten,N
1876,1999,10-Sep-99,Unprovoked,Toes lacerated,N
1877,1999,05-Sep-99,Unprovoked,Right foot bitten,N
1878,1999,04-Sep-99,Provoked,Left knee nipped by captive shark PROVOKED INCIDENT,N
1879,1999,04-Sep-99,Unprovoked,Right foot bitten,N
1880,1999,26-Aug-99,Unprovoked,3-inch laceration to right foot,N
1881,1999,24-Aug-99,Unprovoked,Foot injured,N
1882,1999,23-Aug-99,Unprovoked,Lacerations to left leg,N
1883,1999,21-Aug-99,Unprovoked,Small lacerations to right foot,N
1884,1999,16-Aug-99,Unprovoked,"Ear lacerated, cuts on scalp, back, arm & shoulder ",N
1885,1999,05-Aug-99,Unprovoked,Right ankle & heel  lacerated,N
1886,1999,05-Aug-99,Unprovoked,Right arm bitten,N
1887,1999,29-Jul-99,Unprovoked,Right thigh bitten,N
1888,1999,26-Jul-99,Unprovoked,Ankle bitten,N
1889,1999,21-Jul-99,Unprovoked,Right thigh & buttock bitten,N
1890,1999,15-Jul-99,Unprovoked,FATAL,Y
1891,1999,06-Jul-99,Unprovoked,Five cuts on his heel,N
1892,1999,04-Jul-99,Unprovoked,Lacerations knee to ankle,N
1893,1999,03-Jul-99,Unprovoked,Leg & board bitten,N
1894,1999,19-Jun-99,Unprovoked,9-inch gash in left foot ,N
1895,1999,17-Jun-99,Unprovoked,Right hand and wrist lacerated,N
1896,1999,12-Jun-99,Unprovoked,8-inch bite on calf,N
1897,1999,09-Jun-99,Unprovoked,Knee lacerated,N
1898,1999,29-May-99,Unprovoked,"FATAL, body not recovered",Y
1899,1999,01-May-99,Unprovoked,Leg & hands bitten,N
1900,1999,22-Apr-99,Unprovoked,Thigh bitten,N
1901,1999,11-Apr-99,Unprovoked,FATAL,Y
1902,1999,01-Apr-99,Unprovoked,Ankle bitten,N
1903,1999,Reported 18-Mar-1999 ,Unprovoked,No injury,N
1904,1999,18-Mar-99,Provoked,Grabbed small shark & it bit him  PROVOKED INCIDENT,N
1905,1999,18-Mar-99,Unprovoked,"FATAL, arm bitten ",Y
1906,1999,14-Mar-99,Unprovoked,Multiple injuries,N
1907,1999,14-Mar-99,Provoked,Right thigh bitten PROVOKED INCIDENT,N
1908,1999,08-Mar-99,Unprovoked,Bruised right leg,N
1909,1999,05-Mar-99,Unprovoked,Tissue removed knee to thigh,N
1910,1999,26-Feb-99,Boat,"No injury to occupants, boat sank after colliding with shark",N
1911,1999,23-Feb-99,Unprovoked,"Left hand & forearm bitten, board bitten",N
1912,1999,03-Feb-99,Unprovoked,Left hand bitten,N
1913,1999,29-Jan-99,Unprovoked,Legs & torso injured,N
1914,1999, 13-Jan-1999,Unprovoked,"No Injury, ski bitten",N
1915,1999,01-Jan-99,Boat,No injury to occupant: boat lost,N
1916,1999,Reported 03-Jan-1999,Invalid,"Cut foot, but injury caused by fishing line, not the shark",N
1917,1999,03-Jan-99,Unprovoked,FATAL,Y
1918,1999,1999,Unprovoked,Heel lacerated,N
1919,1999,1999,Invalid,Abrasions,N
1920,1998,24-Dec-98,Provoked,Left foot bitten after he accidentally stepped on the shark         PROVOKED INCIDENT ,N
1921,1998,22-Dec-98,Unprovoked,2 puncture wounds in left leg,N
1922,1998,Reported 20-Dec-1998,Unprovoked,Leg bitten,N
1923,1998,18-Dec-98,Unprovoked,Right leg bitten,N
1924,1998,15-Dec-98,Unprovoked,Leg injured,N
1925,1998,21-Nov-98,Unprovoked,FATAL,Y
1926,1998,14-Nov-98,Unprovoked,Right foot bitten,N
1927,1998,11-Nov-98,Unprovoked,Survived,N
1928,1998,05-Nov-98,Unprovoked,No injury,N
1929,1998,02-Nov-98,Provoked,PROVOKED INCIDENT    Knee bitten by shark trapped in net,N
1930,1998,02-Nov-98,Unprovoked,"FATAL, left forearm severed  ",Y
1931,1998,24-Oct-98,Unprovoked,Minor lacerations on right ankle & foot,N
1932,1998,18-Oct-98,Unprovoked,"No injury, surfboard bitten",N
1933,1998,10-Oct-98,Unprovoked,Right hand bitten,N
1934,1998,04-Oct-98,Unprovoked,Right leg bitten,N
1935,1998,01-Oct-98,Unprovoked,Survived,N
1936,1998,01-Oct-98,Unprovoked,2 one-inch lacerations in left foot,N
1937,1998,27-Sep-98,Unprovoked,Puncture wounds to leg,N
1938,1998,22-Sep-98,Unprovoked,Left arm lacerated,N
1939,1998,Reported 16-Sep-1998,Unprovoked,Laceration to right foot,N
1940,1998,14-Sep-98,Unprovoked,Right foot bitten,N
1941,1998,Sep-98,Provoked,Bitten by harpooned shark PROVOKED INCIDENT,N
1942,1998,30-Aug-98,Unprovoked,Toes lacerated,N
1943,1998,27-Aug-98,Invalid,"No injury; no attack, shark ate the bait hanging over the side of the boat",N
1944,1998,26-Aug-98,Unprovoked,"Thigh, buttocks & lower back lacerated",N
1945,1998,Reported      23-Aug-1998,Unprovoked,Lacerations to left hand,N
1946,1998,15-Aug-98,Unprovoked,Calf bitten,N
1947,1998,13-Aug-98,Unprovoked,Left calf injured,N
1948,1998,12-Aug-98,Provoked,Lacerations to right shin  PROVOKED INCIDENT,N
1949,1998,01-Aug-98,Unprovoked,Legs bitten,N
1950,1998,01-Aug-98,Unprovoked,Leg bitten,N
1951,1998,26-Jul-98,Unprovoked,Lacerations to left foot,N
1952,1998,25-Jul-98,Unprovoked,Calf bitten,N
1953,1998,06-Jul-98,Unprovoked,Right leg bitten,N
1954,1998,11-Jul-98,Unprovoked,Knee bitten,N
1955,1998,06-Jul-98,Unprovoked,Right leg bitten,N
1956,1998,28-Jun-98,Unprovoked,"FATAL, left thigh and lower leg severely injured  ",Y
1957,1998,22-Jun-98,Unprovoked,"FATAL, hands & calf bitten  ",Y
1958,1998,08-Jun-98,Unprovoked,"2-inch laceration on dorsum of foot, 1-inch laceration on sole.",N
1959,1998,05-Jun-98,Unprovoked,Survived,N
1960,1998,30-May-98,Unprovoked,Minor laceration on foot,N
1961,1998,29-May-98,Unprovoked,Right shoulder & arm bitten,N
1962,1998,29-May-98,Unprovoked,Leg bitten,N
1963,1998,25-May-98,Unprovoked,4 lacerations on the sole of his right foot,N
1964,1998,16-May-98,Unprovoked,Ankle & foot bitten,N
1965,1998,16-May-98,Unprovoked,Left arm & wrist lacerated,N
1966,1998,16-May-98,Unprovoked,"Lower legs bitten, foot severed",N
1967,1998,26-Apr-98,Unprovoked,"FATAL, torso & abdomen bitten, forearm severed ",Y
1968,1998,21-Apr-98,Unprovoked,Right thigh bitten,N
1969,1998,17-Apr-98,Provoked,"He grabbed shark's tail, shark bit his chest & held on.  PROVOKED INCIDENT",N
1970,1998,01-Apr-98,Unprovoked,FATAL,Y
1971,1998,Apr-98,Unprovoked,Calf bitten,N
1972,1998,31-Mar-98,Unprovoked,Heel lacerated,N
1973,1998,15-Mar-98,Unprovoked,Lower leg lacerated,N
1974,1998,08-Mar-98,Unprovoked,6 puncture wounds to right calf,N
1975,1998,23-Feb-98,Unprovoked,Hands bitten,N
1976,1998,Reported 28-Jan-1998,Invalid,"Missing, thought to have been taken by a shark",Y
1977,1998,Jan-98,Unprovoked,"No injury, board bumped & fin damaged",N
1978,1998,25-Jan-98,Unprovoked,FATAL,Y
1979,1998,25-Jan-98,Unprovoked,Calf & foot lacerated,N
1980,1998,17-Jan-98,Unprovoked,20 punctures in right foot,N
1981,1998,14-Jan-98,Unprovoked,Leg bitten,N
1982,1998,1998,Unprovoked,FATAL,Y
1983,1998,1998,Unprovoked,FATAL,Y
1984,1998,1998,Unprovoked,Shark grasped diver's gloved hand. Glove was soaked with fish blood & slime,N
1985,1997,28-Dec-97,Unprovoked,FATAL,Y
1986,1997,28-Dec-97,Unprovoked,Calf bitten,N
1987,1997,25-Dec-97,Invalid,"Ankle bitten, but shark involvement unconfirmed",N
1988,1997,25-Dec-97,Unprovoked,Left leg gashed knee to ankle,N
1989,1997,09-Nov-97,Unprovoked,Left arm lacerated when shark grabbed scooter,N
1990,1997,Reported 05-Nov-1997,Unprovoked,Thigh bitten,N
1991,1997, 05-Nov-1997,Invalid,5 m white shark obsrved feeding on remains 6 days later,Y
1992,1997,28-Oct-97,Unprovoked,"Sierakowski suffered a minor facial injury, ski bitten in half by shark",N
1993,1997,28-Oct-97,Unprovoked,"Both legs bitten, right leg severed at mid-calf & defense wounds on right hand",N
1994,1997,24-Oct-97,Unprovoked,"5"" gash in foot",N
1995,1997,21-Oct-97,Unprovoked,Left foot bitten,N
1996,1997,Reported 11-Oct-1997,Boat,"No injury, hooked shark bit their 4.8 m inflatable boat",N
1997,1997,04-Oct-97,Unprovoked,Laceration & 3 puncture wounds to anterior right thigh,N
1998,1997,16-Sep-97,Unprovoked,FATAL,Y
1999,1997,09-Sep-97,Unprovoked,Laceration to right foot,N
2000,1997,08-Sep-97,Unprovoked,2 small lacerations to bottom of foot,N
2001,1997,06-Sep-97,Unprovoked,Lacerations to lower left leg,N
2002,1997,30-Aug-97,Unprovoked,Lacerations on right ankle & heel,N
2003,1997,27-Aug-97,Unprovoked,"2"" laceration on left heel",N
2004,1997,24-Aug-97,Unprovoked,Leg & hand bitten,N
2005,1997,14-Aug-97,Invalid,FATAL,Y
2006,1997,14-Aug-97,Unprovoked,"FATAL, arm & leg severed ",Y
2007,1997,11-Aug-97,Unprovoked,Small lacerations on right lower leg,N
2008,1997,11-Aug-97,Unprovoked,Seriously injured,N
2009,1997,11-Aug-97,Unprovoked,FATAL,Y
2010,1997,10-Aug-97,Unprovoked,Lacerations to foot,N
2011,1997,09-Aug-97,Unprovoked,Lacerations to right foot,N
2012,1997,05-Aug-97,Unprovoked,Wrist & am bitten,N
2013,1997,04-Aug-97,Unprovoked,Left forearm & wrist bitten,N
2014,1997,02-Aug-97,Unprovoked,Top of left foot bitten,N
2015,1997,02-Aug-97,Unprovoked,Top of left foot bitten,N
2016,1997,27-Jul-97,Unprovoked,Leg lacerated,N
2017,1997,21-Jul-97,Unprovoked,FATAL,Y
2018,1997,17-Jul-97,Unprovoked,Survived,N
2019,1997,14-Jul-97,Unprovoked,Left calf bitten,N
2020,1997,12-Jul-97,Unprovoked,"FATAL, legs severed  ",Y
2021,1997, 2-Jul-1997,Unprovoked,Right thigh bitten,N
2022,1997,24-Jun-97,Unprovoked,Leg bitten just above ankle,N
2023,1997,15-Jun-97,Unprovoked,"Bitten on inner thigh, leg surgically amputated",N
2024,1997,09-Jun-97,Unprovoked,Laceration to left upper arm,N
2025,1997,07-Jun-97,Unprovoked,,UNKNOWN
2026,1997,02-Jun-97,Unprovoked,4 lacerations above left ankle,N
2027,1997,31-May-97,Unprovoked,Right thigh punctured,N
2028,1997,31-May-97,Unprovoked,Left elbow bitten,N
2029,1997,31-May-97,Unprovoked,Left ankle bitten,N
2030,1997,26-May-97,Unprovoked,Right arm bitten,N
2031,1997,17-May-97,Unprovoked,Leg bitten,N
2032,1997,20-Apr-97,Unprovoked,Lower left leg & ankle bitten,N
2033,1997,28-Feb-97,Unprovoked,Left leg biten,N
2034,1997,28-Feb-97,Unprovoked,Left arm bitten,N
2035,1997,21-Feb-97,Unprovoked,No details,UNKNOWN
2036,1997,20-Feb-97,Unprovoked,Hand injured,N
2037,1997,03-Feb-97,Boat,"Bruised, when shark struck scull & catapulted her into the water",N
2038,1997,25-Jan-97,Unprovoked,"Left leg lacerated, punctures to right leg",N
2039,1997,20-Jan-97,Unprovoked,"Presumed fatal, no body recovered, shark mutilated wetsuit & harness recovered ",Y
2040,1997,03-Jan-97,Unprovoked,FATAL,Y
2041,1997,01-Jan-97,Boat,"No injury to occupants, shark bit 2 of the dinghy's 3 floation chambers",N
2042,1996,29-Dec-96,Unprovoked,,UNKNOWN
2043,1996,10-Dec-96,Unprovoked,Elbow bitten,N
2044,1996,Dec-96,Unprovoked,"Presumed fatal, only his shark-bitten speargun recovered",Y
2045,1996,Dec-96,Unprovoked,Hand bitten,N
2046,1996,29-Nov-96,Unprovoked,Single laceration on ankle & board bitten,N
2047,1996,18-Nov-96,Unprovoked,Right foot bitten,N
2048,1996,28-Oct-96,Unprovoked,Leg bitten,N
2049,1996,28-Oct-96,Unprovoked,Survived,N
2050,1996,09-Oct-96,Unprovoked,FATAL,Y
2051,1996,05-Oct-96,Unprovoked,Lower leg bitten,N
2052,1996,03-Oct-96,Unprovoked,"4"" laceration on left forearm",N
2053,1996,03-Oct-96,Unprovoked,"No Injury, shark struck his board",N
2054,1996,Oct-96,Unprovoked,Survived,N
2055,1996,18-Sep-96,Unprovoked,4 or 5 lacerations on left ankle,N
2056,1996,06-Sep-96,Unprovoked,"Back, arms & wrist severely lacerated",N
2057,1996,06-Sep-96,Unprovoked,Small puncture wounds and lacerations on right leg just below knee,N
2058,1996,02-Sep-96,Unprovoked,Right foot bitten,N
2059,1996,02-Sep-96,Unprovoked,Small lacerations on left foot,N
2060,1996,01-Sep-96,Invalid,Minor injuries to foot,N
2061,1996,01-Sep-96,Provoked,No injury  PROVOKED INCIDENT,N
2062,1996,29-Aug-96,Unprovoked,Right calf bitten,N
2063,1996,13-Aug-96,Unprovoked,"Left shoulder, forearm, hand & abdomen lacerated",N
2064,1996,11-Aug-96,Unprovoked,"No injury, towed by shark that grabbed stringer of fish tied to his waist",N
2065,1996,26-Jul-96,Unprovoked,Survived,N
2066,1996,23-Jul-96,Unprovoked,"FATAL, torso & abdomen bitten,  forearm severedL",Y
2067,1996,23-Jul-96,Unprovoked,"Bitten on back, shoulder & chest",N
2068,1996,21-Jul-96,Unprovoked,Lacerations to left leg & right foot ,N
2069,1996,20-Jul-96,Unprovoked,Laceration to right arm,N
2070,1996,14-Jul-96,Unprovoked,No details,UNKNOWN
2071,1996,10-Jul-96,Unprovoked,Right foot bitten,N
2072,1996,04-Jul-96,Unprovoked,Laceration on left foot,N
2073,1996,04-Jul-96,Unprovoked,Left leg lacerated,N
2074,1996,25-Jun-96,Unprovoked,"Lacerations to left shin, heel & foot",N
2075,1996,06-Jun-96,Unprovoked,"No injury, board bitten",N
2076,1996,04-Jun-96,Unprovoked,Survived,N
2077,1996,28-May-96,Unprovoked,Leg bitten,N
2078,1996,24-May-96,Invalid,"FATAL, but shark involvement prior to death was not confirmed",Y
2079,1996,18-May-96,Unprovoked,Right foot & ankle bitten,N
2080,1996,10-May-96,Unprovoked,FATAL,Y
2081,1996,07-May-96,Unprovoked,Left foot & leg bitten,N
