"Id";"PostTypeId";"AcceptedAnswerId";"CreaionDate";"Score";"ViewCount";"Body";"OwnerUserId";"LasActivityDate";"Title";"Tags";"AnswerCount";"CommentCount";"FavoriteCount";"LastEditorUserId";"LastEditDate";"CommunityOwnedDate";"ParentId";"ClosedDate";"OwnerDisplayName";"LastEditorDisplayName"
57;2;0;"2010-07-19 19:42:34";2;0;"<p>From <a href=""http://en.wikipedia.org/wiki/Random_variable"" rel=""nofollow"">Wikipedia</a>:</p>

<blockquote>
  <p>In mathematics (especially probability
  theory and statistics), a random
  variable (or stochastic variable) is
  (in general) a measurable function 
  that maps a probability space into a
  measurable space. Random variables
  mapping all possible outcomes of an
  event into the real numbers are
  frequently studied in elementary
  statistics and used in the sciences to
  make predictions based on data
  obtained from scientific experiments.
  In addition to scientific
  applications, random variables were
  developed for the analysis of games of
  chance and stochastic  events. The
  utility of random variables comes from
  their ability to capture only the
  mathematical properties necessary to
  answer probabilistic  questions.</p>
</blockquote>

<p>From <a href=""http://cnx.org/content/m13418/latest/"" rel=""nofollow"">cnx.org</a>:</p>

<blockquote>
  <p>A random variable is a function, which assigns unique numerical values to all possible
  outcomes of a random experiment under fixed conditions. A random variable is not a 
  variable but rather a function that maps events to numbers.</p>
</blockquote>
";69;"2010-07-19 19:47:54";"";"";0;4;0;69;"2010-07-19 19:47:54";"";50;"";"";""
58;1;6988;"2010-07-19 19:42:57";10;1667;"<p>What is the back-propagation algorithm and how does it work?</p>
";68;"2013-04-10 12:09:31";"Can someone please explain the back-propagation algorithm?";"<algorithms><optimization><neural-networks>";3;0;1;3911;"2011-04-29 00:38:41";"";0;"";"";""
59;2;0;"2010-07-19 19:43:20";24;0;"<p>The assumption of normality is just the supposition that the underlying <a href=""http://en.wikipedia.org/wiki/Random_variable"">random variable</a> of interest is distributed <a href=""http://en.wikipedia.org/wiki/Normal_distribution"">normally</a>, or approximately so.  Intuitively, normality may be understood as the result of the sum of a large number of independent random events.</p>

<p>More specifically, normal distributions are defined by the following function:</p>

<p><img src=""http://upload.wikimedia.org/math/9/e/1/9e1e4a3af93c9680ba75669a0b69fbf6.png"" alt=""alt text""></p>

<p>where $\\mu$ and $\\sigma^2$ are the mean and the variance, respectively, and which appears as follows:</p>

<p><img src=""http://upload.wikimedia.org/wikipedia/commons/thumb/7/74/Normal_Distribution_PDF.svg/300px-Normal_Distribution_PDF.svg.png"" alt=""alt text""></p>

<p>This can be checked in <a href=""http://en.wikipedia.org/wiki/Normality_test"">multiple ways</a>, that may be more or less suited to your problem by its features, such as the size of n.  Basically, they all test for features expected if the distribution were normal (e.g. expected <a href=""http://en.wikipedia.org/wiki/Q-Q_plot"">quantile distribution</a>).</p>
";39;"2012-10-06 10:39:27";"";"";0;1;0;805;"2012-10-06 10:39:27";"";2;"";"";""
60;2;0;"2010-07-19 19:43:20";1;0;"<p><a href=""http://en.wikipedia.org/wiki/K-means_algorithm"" rel=""nofollow"">K-Means clustering</a> should work well for this type of problem.  However, it does require that you specify the number of clusters in advance.</p>

<p>Given the nature of this data, however, you may be able to work with a <a href=""http://en.wikipedia.org/wiki/Cluster_analysis#Hierarchical_clustering"" rel=""nofollow"">hierarchical clustering algorithm</a> instead.  Since all 4 variables are most likely fairly highly correlated, you can most likely break out clusters, and stop when you reach a small enough distance between clusters.  This may be a much simpler approach in this specific case, and allows you to determine ""how many clusters"" by just stopping as soon as you've broken your set into fine enough clusters.</p>
";41;"2010-07-19 19:43:20";"";"";0;1;0;0;"";"";47;"";"";""
61;2;0;"2010-07-19 19:44:35";22;0;"<p>Standard deviation is a number that represents the ""spread"" or ""dispersion"" of a set of data. There are other measures for spread, such as range and variance. </p>

<p>Here are some example sets of data, and their standard deviations:</p>

<pre><code>[1,1,1]     standard deviation = 0   (there's no spread)  
[-1,1,3]    standard deviation = 1.6 (some spread) 
[-99,1,101] standard deviation = 82  (big spead)
</code></pre>

<p>The above data sets have the same mean. </p>

<p>Deviation means ""distance from the mean"".</p>

<p>""Standard"" here means ""standardized"", meaning the standard deviation and mean are in the same units, unlike variance. </p>

<p>For example, if the mean height is 2 <strong>meters</strong>, the standard deviation might be 0.3 <strong>meters</strong>, whereas the variance would be 0.09 <strong>meters squared</strong>. </p>

<p>It is convenient to know that <a href=""http://en.wikipedia.org/wiki/Chebyshev%27s_inequality"" rel=""nofollow"">at least 75%</a> of the data points <em>always</em> lie within 2 standard deviations of the mean (or <a href=""http://en.wikipedia.org/wiki/68-95-99.7_rule"" rel=""nofollow"">around 95%</a> if the distribution is Normal).</p>

<p>For example, if the mean is 100, and the standard deviation is 15, then at least 75% of the values are between 70 and 130. </p>

<p>If the distribution happens to be Normal, then 95% of the values are between 70 and 130. </p>

<p>Generally speaking, IQ test scores are normally distributed and have an average of 100. Someone who is ""very bright"" is two standard deviations above the mean, meaning an IQ test score of 130.</p>
";74;"2013-01-23 09:37:19";"";"";0;5;0;74;"2013-01-23 09:37:19";"2013-01-23 09:37:19";26;"";"";""
62;1;80;"2010-07-19 19:44:58";4;124;"<p>With the recent FIFA world cup, I decided to have some fun and determine which months produced world cup football players. Turned out, most footballers in the 2010 world cup were born in the first half of the year.</p>

<p>Someone pointed out, that children born in the first half of the year had a physical advantage over others and hence ""survivorship bias"" was involved in the equation. Is this an accurate observation? Can someone please explain why he says that?</p>

<p>Also, when trying to understand the concept, I found most examples revolved around the financial sector. Are they any other everyday life examples explaining it?</p>

<p>Thanks!</p>
";58;"2010-07-20 16:19:51";"A case of survivorship bias?";"<statistical-bias>";2;0;0;58;"2010-07-19 19:50:45";"";0;"";"";""
63;2;0;"2010-07-19 19:45:19";25;0;"<p>It might be useful to explain that ""causes"" is an asymmetric relation (X causes Y is different from Y causes X), whereas ""is correlated with"" is a symmetric relation.</p>

<p>For instance, homeless population and crime rate might be correlated, in that both tend to be high or low in the same locations.  It is equally valid to say that homelesss population is correlated with crime rate, or crime rate is correlated with homeless population.  To say that crime causes homelessness, or homeless populations cause crime are different statements.  And correlation does not imply that either is true.  For instance, the underlying cause could be a 3rd variable such as drug abuse, or unemployment.  </p>

<p>The mathematics of statistics is not good at identifying underlying causes, which requires some other form of judgement.</p>
";87;"2010-07-19 19:45:19";"";"";0;2;0;0;"";"2010-08-16 13:01:42";36;"";"";""
64;2;0;"2010-07-19 19:46:08";6;0;"<p>Yes, there are many methods.  You would need to specify which model you're using, because it can vary.  </p>

<p>For instance, Some models will be compared based on the <a href=""http://en.wikipedia.org/wiki/Akaike_information_criterion"">AIC</a> or <a href=""http://en.wikipedia.org/wiki/Bayesian_information_criterion"">BIC</a> criteria.  In other cases, one would look at the <a href=""http://en.wikipedia.org/wiki/Cross-validation_%28statistics%29"">MSE from cross validation</a> (as, for instance, with a support vector machine).</p>

<ol>
<li>I recommend reading <a href=""http://research.microsoft.com/en-us/um/people/cmbishop/prml/"">Pattern Recognition and Machine Learning</a> by Christopher Bishop.</li>
<li>This is also discussed in Chapter 5 on Credibility, and particularly section 5.5 ""Comparing data mining methods"" of <a href=""http://rads.stackoverflow.com/amzn/click/0120884070"">Data Mining: Practical Machine Learning Tools and Techniques</a> by Witten and Frank (which discusses Weka in detail).</li>
<li>Lastly, you should also have a look at <a href=""http://www-stat.stanford.edu/~tibs/ElemStatLearn/"">The Elements of Statistical Learning</a> by Hastie, Tibshirani and Friedman which is available for free online.</li>
</ol>
";5;"2010-07-19 20:12:16";"";"";0;0;0;5;"2010-07-19 20:12:16";"";51;"";"";""
65;2;0;"2010-07-19 19:46:11";14;0;"<p>The first formula is the <em>population</em> standard deviation and the second formula is the the <em>sample</em> standard deviation. The second formula is also related to the unbiased estimator of the variance - see <a href=""http://en.wikipedia.org/wiki/Variance#Population_variance_and_sample_variance"">wikipedia</a> for further details.</p>

<p>I suppose (here) in the UK they don't make the distinction between sample and population at high school. They certainly don't touch concepts such as biased estimators. </p>
";8;"2010-07-19 20:44:53";"";"";0;3;0;8;"2010-07-19 20:44:53";"";54;"";"";""
66;2;0;"2010-07-19 19:46:11";5;0;"<p>This is <a href=""http://en.wikipedia.org/wiki/Bessel%27s_correction"">Bessel's Correction</a>.  The US version is showing the formula for the <em>sample standard deviation</em>, where the UK version above is the <em>standard deviation of the sample</em>.</p>
";41;"2010-07-19 19:46:11";"";"";0;0;0;0;"";"";54;"";"";""
67;2;0;"2010-07-19 19:47:16";2;0;"<p>From <a href=""http://en.wikipedia.org/wiki/Data_visualization"" rel=""nofollow"">Wikipedia</a>: Data visualization is the study of the visual representation of data, meaning ""information which has been abstracted in some schematic form, including attributes or variables for the units of information""</p>

<p>Data viz is important for visualizing trends in data, telling a story - See <a href=""http://www.edwardtufte.com/tufte/posters"" rel=""nofollow"">Minard's map of Napoleon's march</a> - possibly one of the best data graphics ever printed.</p>

<p>Also see any of Edward Tufte's books - especially <a href=""http://rads.stackoverflow.com/amzn/click/0961392142"" rel=""nofollow"">Visual Display of Quantitative Information.</a></p>
";36;"2010-07-19 19:47:16";"";"";0;0;0;0;"";"";44;"";"";""
69;2;0;"2010-07-19 19:47:49";3;0;"<p>Since N is the number of points in the data set, one could argue that by calculating the mean one has reduced the degree of freedom in the data set by one (since one introduced a dependency into the data set), so one should use N-1 when estimating the standard deviation from a data set for which one had to estimate the mean before.</p>
";56;"2010-07-19 19:47:49";"";"";0;0;0;0;"";"";54;"";"";""
70;2;0;"2010-07-19 19:48:45";15;0;"<p><a href=""http://data.worldbank.org/data-catalog""><strong>World Bank</strong></a> offers quite a lot of interesting data and has been recently very active in developing nice <a href=""http://data.worldbank.org/developers/api-overview"">API</a> for it.</p>

<p>Also, <a href=""http://www.cs.purdue.edu/commugrate/data_access/all_data_sets.php""><strong>commugrate</strong></a> project has an interesting list available.</p>

<p>For US health related data head for <a href=""http://www.healthindicators.gov/""><strong>Health Indicators Warehouse</strong></a>. </p>

<p>Daniel Lemire's blog <a href=""http://lemire.me/blog/archives/2012/03/27/publicly-available-large-data-sets-for-database-research/"">points</a> to few interesting examples (mostly tailored towards DB research) including <strong>Canadian Census 1880</strong> and <strong>synoptic cloud reports</strong>.</p>

<p>And as for today (03/04/2012) <a href=""http://1940census.archives.gov/""><strong>US 1940 census records</strong></a> are also available to download.</p>
";22;"2012-04-03 09:51:07";"";"";0;1;0;22;"2012-04-03 09:51:07";"2011-08-12 20:30:59";7;"";"";""
71;2;0;"2010-07-19 19:50:33";2;0;"<p>It's an algorithm for training feedforward multilayer neural networks (multilayer perceptrons). There are several nice java applets around the web that illustrate what's happening, like this one: <a href=""http://neuron.eng.wayne.edu/bpFunctionApprox/bpFunctionApprox.html"" rel=""nofollow"">http://neuron.eng.wayne.edu/bpFunctionApprox/bpFunctionApprox.html</a>. Also, <a href=""http://rads.stackoverflow.com/amzn/click/0198538642"" rel=""nofollow"">Bishop's book on NNs</a> is the standard desk reference for anything to do with NNs.</p>
";36;"2010-07-19 19:50:33";"";"";0;0;0;0;"";"";58;"";"";""
72;2;0;"2010-07-19 19:51:05";6;0;"<p>for overdispersed poisson, use the negative binomial, which allows you to parameterize the variance as a function of the mean precisely.  rnbinom(), etc. in R.</p>
";96;"2010-07-19 19:51:05";"";"";0;0;0;0;"";"";35;"";"";""
73;1;104362;"2010-07-19 19:51:32";24;5717;"<p><strong>Duplicate thread:</strong> <a href=""http://stats.stackexchange.com/questions/1676/i-just-installed-the-latest-version-of-r-what-packages-should-i-obtain"">I just installed the latest version of R. What packages should I obtain?</a></p>

<p>What are the <a href=""http://www.r-project.org/"">R</a> packages you couldn't imagine your daily work with data?
Please list both general and specific tools.</p>

<p>UPDATE:
As for 24.10.10 <code>ggplot2</code> seems to be the winer with 7 votes.</p>

<p>Other packages mentioned more than one are:</p>

<ul>
<li><code>plyr</code> - 4</li>
<li><code>RODBC</code>, <code>RMySQL</code> - 4</li>
<li><code>sqldf</code> - 3</li>
<li><code>lattice</code> - 2</li>
<li><code>zoo</code> - 2</li>
<li><code>Hmisc/rms</code> - 2</li>
<li><code>Rcurl</code> - 2</li>
<li><code>XML</code> - 2</li>
</ul>

<p>Thanks all for your answers!</p>
";22;"2014-06-23 08:58:48";"What R packages do you find most useful in your daily work?";"<r>";24;5;26;88;"2011-05-11 12:29:47";"2010-07-19 20:07:49";0;"";"";""
74;2;0;"2010-07-19 19:51:34";25;0;"<p>In such a discussion, I always recall the famous Ken Thompson quote </p>

<blockquote>
  <p>When in doubt, use brute force.</p>
</blockquote>

<p>In this case, machine learning is a salvation when the assumptions are hard to catch; or at least it is much better than guessing them wrong. </p>
";88;"2010-07-19 19:51:34";"";"";0;0;0;0;"";"";6;"";"";""
75;1;94;"2010-07-19 19:52:31";5;754;"<p>I'm using <a href=""http://www.r-project.org/"" rel=""nofollow""><strong>R</strong></a> and the manuals on the R site are really informative. However, I'd like to see some more examples and implementations with R which can help me develop my knowledge faster. Any suggestions?</p>
";69;"2010-07-21 03:12:51";"Where can I find useful R tutorials with various implementations?";"<r><books><code>";5;4;7;0;"2010-07-21 03:12:51";"2010-10-19 11:13:59";0;"";"";"user28"
76;2;0;"2010-07-19 19:52:49";22;0;"<p>I use <a href=""http://cran.r-project.org/web/packages/plyr/index.html""><strong>plyr</strong></a> and <a href=""http://cran.r-project.org/web/packages/ggplot2/index.html""><strong>ggplot2</strong></a> the most on a daily basis.</p>

<p>I also rely heavily on time series packages; most especially, the <a href=""http://cran.r-project.org/web/packages/zoo/index.html""><strong>zoo</strong></a> package.</p>
";5;"2010-07-19 19:52:49";"";"";0;3;0;0;"";"2010-08-09 13:16:41";73;"";"";""
77;2;0;"2010-07-19 19:54:03";16;0;"<ol>
<li><p>Sometimes correlation is enough. For example, in car insurance, male drivers are correlated with more accidents, so insurance companies charge them more. There is no way you could actually test this for causation. You cannot change the genders of the drivers experimentally. Google has made hundreds of billions of dollars not caring about causation. </p></li>
<li><p>To find causation, you generally need experimental data, not observational data. Though, in economics, they often use observed ""shocks"" to the system to test for causation, like if a CEO dies suddenly and the stock price goes up, you can assume causation. </p></li>
<li><p>Correlation is a necessary but not sufficient condition for causation. To show causation requires a counter-factual.</p></li>
</ol>
";74;"2010-09-09 18:16:59";"";"";0;7;0;74;"2010-09-09 18:16:59";"2010-08-16 13:01:42";36;"";"";""
78;2;0;"2010-07-19 19:54:38";33;0;"<p>You tend to use the covariance matrix when the variable scales are similar and the correlation matrix when variables are on different scales. Using the correlation matrix <em>standardises</em> the data.</p>

<p>In general they give different results. Especially when the scales are different.</p>

<p>As example, take a look a look at this R heptathlon data set. Some of the variables have an average value of about 1.8 (the high jump), whereas other variables (200m) are around 20.</p>

<pre><code>library(HSAUR)
# look at heptathlon data
heptathlon

# correlations
round(cor(heptathlon[,-8]),2)   # ignoring ""score"" 
# covariance
round(cov(heptathlon[,-8]),2)

# PCA
# scale=T bases the PCA on the correlation matrix
hep.PC.cor = prcomp(heptathlon[,-8], scale=TRUE)
hep.PC.cov = prcomp(heptathlon[,-8], scale=FALSE)

# PC scores per competitor
hep.scores.cor = predict(hep.PC.cor)
hep.scores.cov = predict(hep.PC.cov)

# Plot of PC1 vs PC2
par(mfrow = c(2, 1))
plot(hep.scores.cov[,1],hep.scores.cov[,2],
     xlab=""PC 1"",ylab=""PC 2"", pch=NA, main=""Covariance"")
text(hep.scores.cov[,1],hep.scores.cov[,2],labels=1:25) 

plot(hep.scores.cor[,1],hep.scores.cor[,2],
     xlab=""PC 1"",ylab=""PC 2"", pch=NA, main=""Correlation"")
text(hep.scores.cor[,1],hep.scores.cor[,2],labels=1:25) 
</code></pre>

<p>Notice that the outlying individuals (in <em>this</em> data set) are outliers regardless of whether the covariance or correlation matrix is used.</p>
";8;"2010-11-06 21:56:17";"";"";0;4;0;8;"2010-11-06 21:56:17";"";53;"";"";""
79;2;0;"2010-07-19 19:56:04";4;0;"<p>I am not sure this is purely a US vs. British issue. Here is a brief page I wrote <a href=""http://www.graphpad.com/faq/viewfaq.cfm?faq=1382"" rel=""nofollow"">explaining the difference between using n vs. n-1 when computing a Standard Deviation</a>.</p>
";25;"2010-07-19 19:56:04";"";"";0;1;0;0;"";"";54;"";"";""
80;2;0;"2010-07-19 19:56:43";8;0;"<p>The basic idea behind this is that football clubs have an age cut-off when determining teams.  In the league my children participate in the age restrictions states that children born after July 31st are placed on the younger team.  This means that two children that are effectively the same age can be playing with two different age groups.  The child born July 31st will be playing on the older team and theoretically be the youngest and smallest on the team and in the league.  The child born on August 1st will be the oldest and largest child in the league and will be able to benefit from that.</p>

<p>The survivorship bias comes because competitive leagues will select the best players for their teams.  The best players in childhood are often the older players since they have additional time for their bodies to mature.  This means that otherwise acceptable younger players are not selected simply because of their age.  Since they are not given the same opportunities as the older kids, they don’t develop the same skills and eventually drop out of competitive soccer.</p>

<p>If the cut-off for competitive soccer in enough countries is January 1st, that would support the phenomena you see.  A similar phenomena has been observed in several other sports including baseball and ice hockey.</p>
";93;"2010-07-19 19:56:43";"";"";0;2;0;0;"";"";62;"";"";""
81;2;0;"2010-07-19 19:58:56";7;0;"<p>I use the <strong><a href=""http://cran.r-project.org/web/packages/xtable/index.html"">xtable</a></strong> package. The xtable package turns tables produced by R (in particular, the tables displaying the anova results) into LaTeX tables, to be included in an article. </p>
";69;"2010-07-19 19:58:56";"";"";0;0;0;0;"";"2010-10-19 11:07:08";73;"";"";""
83;2;0;"2010-07-19 20:02:51";2;0;"<p>R is designed around ideas such as ""reproducible research"" and ""trustworthy software"", as John Chambers says <a href=""http://books.google.com/books?id=UXneuOIvhEAC&amp;printsec=frontcover"" rel=""nofollow"">in his excellent book ""Software for Data Analysis: Programming with R""</a>.  </p>

<p>One of the best ways to learn R is to look at the wealth of source code that available on <a href=""http://cran.r-project.org/"" rel=""nofollow"">CRAN</a> (with 2461 packages and counting).  Simple <code>install.packages</code>, load a <code>library()</code>, and start browsing the code.</p>
";5;"2010-07-19 20:02:51";"";"";0;0;0;0;"";"2010-10-19 11:13:59";75;"";"";""
84;2;0;"2010-07-19 20:03:34";6;0;"<p>I would explain it to a layman as:</p>

<blockquote>
  <p>Data visualization is taking data, and making a picture out of it.  This allows you to easily see and understand relationships within the data much more easily than just looking at the numbers.</p>
</blockquote>
";41;"2010-07-19 20:03:34";"";"";0;0;0;0;"";"";44;"";"";""
