,CommentCount,DownVotes,Outlier,Reputation,Score,UpVotes,ViewCount,Views,postId,userId
11518,9,779,Reputation,87393,71,11273,,20932,7933,919
11519,12,779,Reputation,87393,4,11273,,20932,7945,919
11520,8,779,Reputation,87393,9,11273,,20932,7963,919
11521,3,779,Reputation,87393,10,11273,,20932,7968,919
11522,1,779,Reputation,87393,9,11273,,20932,7971,919
11523,9,779,Reputation,87393,26,11273,,20932,7984,919
11524,5,779,Reputation,87393,9,11273,,20932,8023,919
11525,0,779,Reputation,87393,0,11273,,20932,8045,919
11526,0,779,Reputation,87393,0,11273,,20932,8046,919
11527,2,779,Reputation,87393,14,11273,,20932,8048,919
11528,0,779,Reputation,87393,8,11273,,20932,8101,919
11529,2,779,Reputation,87393,10,11273,,20932,8105,919
11530,0,779,Reputation,87393,0,11273,,20932,8171,919
11531,0,779,Reputation,87393,0,11273,,20932,8172,919
11532,4,779,Reputation,87393,8,11273,,20932,8214,919
11533,4,779,Reputation,87393,1,11273,,20932,8270,919
11534,1,779,Reputation,87393,12,11273,,20932,8274,919
11535,0,779,Reputation,87393,2,11273,,20932,8322,919
11536,4,779,Reputation,87393,3,11273,,20932,8323,919
11537,8,779,Reputation,87393,5,11273,,20932,8372,919
11538,2,779,Reputation,87393,8,11273,,20932,8379,919
11539,0,779,Reputation,87393,3,11273,,20932,8482,919
11540,0,779,Reputation,87393,0,11273,,20932,8496,919
11541,0,779,Reputation,87393,0,11273,,20932,8497,919
11542,3,779,Reputation,87393,7,11273,,20932,8637,919
11543,0,779,Reputation,87393,5,11273,,20932,8647,919
11544,1,779,Reputation,87393,4,11273,,20932,8678,919
11545,2,779,Reputation,87393,7,11273,,20932,8684,919
11546,1,779,Reputation,87393,6,11273,,20932,8694,919
11547,1,779,Reputation,87393,4,11273,,20932,8730,919
11548,1,779,Reputation,87393,14,11273,,20932,8740,919
11549,0,779,Reputation,87393,0,11273,,20932,8841,919
11550,0,779,Reputation,87393,0,11273,,20932,8842,919
11551,2,779,Reputation,87393,5,11273,,20932,8940,919
11552,0,779,Reputation,87393,0,11273,,20932,8943,919
11553,0,779,Reputation,87393,0,11273,,20932,8944,919
11554,0,779,Reputation,87393,0,11273,,20932,8945,919
11555,0,779,Reputation,87393,0,11273,,20932,8946,919
11556,0,779,Reputation,87393,4,11273,,20932,9058,919
11557,1,779,Reputation,87393,2,11273,,20932,9060,919
11558,2,779,Reputation,87393,12,11273,,20932,9073,919
11559,0,779,Reputation,87393,9,11273,,20932,9139,919
11560,0,779,Reputation,87393,4,11273,,20932,9199,919
11561,0,779,Reputation,87393,3,11273,,20932,9200,919
11562,0,779,Reputation,87393,4,11273,,20932,9204,919
11563,0,779,Reputation,87393,0,11273,,20932,9209,919
11564,0,779,Reputation,87393,0,11273,,20932,9210,919
11565,0,779,Reputation,87393,0,11273,,20932,9248,919
11566,0,779,Reputation,87393,0,11273,,20932,9250,919
11567,0,779,Reputation,87393,0,11273,,20932,9251,919
11568,5,779,Reputation,87393,11,11273,,20932,9274,919
11569,1,779,Reputation,87393,3,11273,,20932,9282,919
11570,0,779,Reputation,87393,0,11273,,20932,9285,919
11571,0,779,Reputation,87393,0,11273,,20932,9286,919
11572,1,779,Reputation,87393,5,11273,,20932,9303,919
11573,8,779,Reputation,87393,7,11273,,20932,9319,919
11574,1,779,Reputation,87393,3,11273,,20932,9320,919
11575,11,779,Reputation,87393,12,11273,,20932,9361,919
11576,5,779,Reputation,87393,6,11273,,20932,9418,919
11577,8,779,Reputation,87393,14,11273,,20932,9513,919
11578,1,779,Reputation,87393,6,11273,,20932,9567,919
11579,2,779,Reputation,87393,6,11273,,20932,9591,919
11580,0,779,Reputation,87393,5,11273,,20932,9613,919
11581,1,779,Reputation,87393,6,11273,,20932,9624,919
11582,4,779,Reputation,87393,23,11273,,20932,9655,919
11583,4,779,Reputation,87393,18,11273,,20932,9753,919
11584,7,779,Reputation,87393,5,11273,,20932,9882,919
11585,0,779,Reputation,87393,8,11273,,20932,9883,919
11586,2,779,Reputation,87393,4,11273,,20932,9954,919
11587,1,779,Reputation,87393,4,11273,,20932,9963,919
11588,5,779,Reputation,87393,1,11273,,20932,9969,919
11589,2,779,Reputation,87393,5,11273,,20932,10052,919
11590,0,779,Reputation,87393,3,11273,,20932,10118,919
11591,1,779,Reputation,87393,6,11273,,20932,10163,919
11592,1,779,Reputation,87393,6,11273,,20932,10247,919
11593,0,779,Reputation,87393,0,11273,,20932,10272,919
11594,0,779,Reputation,87393,0,11273,,20932,10273,919
11595,0,779,Reputation,87393,2,11273,,20932,10330,919
11596,3,779,Reputation,87393,4,11273,,20932,10440,919
11597,8,779,Reputation,87393,17,11273,,20932,10520,919
11598,2,779,Reputation,87393,11,11273,,20932,10573,919
11599,0,779,Reputation,87393,2,11273,,20932,10637,919
11600,0,779,Reputation,87393,0,11273,,20932,10755,919
11601,0,779,Reputation,87393,0,11273,,20932,10764,919
11602,3,779,Reputation,87393,9,11273,,20932,10780,919
11603,10,779,Reputation,87393,6,11273,,20932,10809,919
11604,2,779,Reputation,87393,7,11273,,20932,10811,919
11605,3,779,Reputation,87393,4,11273,,20932,10830,919
11606,1,779,Reputation,87393,5,11273,,20932,10879,919
11607,3,779,Reputation,87393,2,11273,,20932,10946,919
11608,4,779,Reputation,87393,13,11273,,20932,10979,919
11609,8,779,Reputation,87393,3,11273,,20932,10993,919
11610,0,779,Reputation,87393,16,11273,,20932,11040,919
11611,1,779,Reputation,87393,8,11273,,20932,11094,919
11612,0,779,Reputation,87393,4,11273,,20932,11095,919
11613,0,779,Reputation,87393,6,11273,,20932,11173,919
11614,2,779,Reputation,87393,8,11273,,20932,11201,919
11615,4,779,Reputation,87393,6,11273,,20932,11285,919
11616,9,779,Reputation,87393,3,11273,,20932,11324,919
11617,0,779,Reputation,87393,2,11273,,20932,11399,919
11618,0,779,Reputation,87393,5,11273,,20932,11401,919
11619,0,779,Reputation,87393,5,11273,,20932,11517,919
11620,0,779,Reputation,87393,4,11273,,20932,11518,919
11621,1,779,Reputation,87393,2,11273,,20932,11563,919
11622,0,779,Reputation,87393,2,11273,,20932,11566,919
11623,0,779,Reputation,87393,2,11273,,20932,11599,919
11624,3,779,Reputation,87393,10,11273,,20932,11668,919
11625,7,779,Reputation,87393,62,11273,,20932,11669,919
11626,2,779,Reputation,87393,4,11273,,20932,11719,919
11627,12,779,Reputation,87393,7,11273,,20932,11760,919
11628,7,779,Reputation,87393,17,11273,,20932,11814,919
11629,2,779,Reputation,87393,5,11273,,20932,11841,919
11630,2,779,Reputation,87393,6,11273,,20932,11842,919
11631,0,779,Reputation,87393,7,11273,,20932,11852,919
11632,20,779,Reputation,87393,9,11273,,20932,11873,919
11633,4,779,Reputation,87393,2,11273,,20932,11900,919
11634,2,779,Reputation,87393,7,11273,,20932,11997,919
11635,4,779,Reputation,87393,5,11273,,20932,12045,919
11636,2,779,Reputation,87393,2,11273,,20932,12048,919
11637,2,779,Reputation,87393,5,11273,,20932,12100,919
11638,1,779,Reputation,87393,4,11273,,20932,12153,919
11639,4,779,Reputation,87393,4,11273,,20932,12191,919
11640,3,779,Reputation,87393,10,11273,,20932,12196,919
11641,2,779,Reputation,87393,14,11273,,20932,12255,919
11642,3,779,Reputation,87393,2,11273,,20932,12284,919
11643,1,779,Reputation,87393,7,11273,,20932,12414,919
11644,2,779,Reputation,87393,3,11273,,20932,12491,919
11645,0,779,Reputation,87393,8,11273,,20932,12674,919
11646,0,779,Reputation,87393,5,11273,,20932,12691,919
11647,8,779,Reputation,87393,10,11273,,20932,12809,919
11648,0,779,Reputation,87393,11,11273,,20932,12820,919
11649,2,779,Reputation,87393,2,11273,,20932,12892,919
11650,7,779,Reputation,87393,7,11273,,20932,12921,919
11651,3,779,Reputation,87393,5,11273,,20932,12942,919
11652,2,779,Reputation,87393,4,11273,,20932,12948,919
11653,1,779,Reputation,87393,3,11273,,20932,12989,919
11654,2,779,Reputation,87393,25,11273,,20932,13101,919
11655,2,779,Reputation,87393,3,11273,,20932,13104,919
11656,0,779,Reputation,87393,7,11273,,20932,13115,919
11657,0,779,Reputation,87393,3,11273,,20932,13212,919
11658,0,779,Reputation,87393,6,11273,,20932,13250,919
11659,0,779,Reputation,87393,2,11273,,20932,13297,919
11660,11,779,Reputation,87393,128,11273,,20932,13317,919
11661,0,779,Reputation,87393,4,11273,,20932,13372,919
11662,0,779,Reputation,87393,3,11273,,20932,13649,919
11663,4,779,Reputation,87393,21,11273,,20932,13725,919
11664,1,779,Reputation,87393,11,11273,,20932,13803,919
11665,0,779,Reputation,87393,4,11273,,20932,13806,919
11666,1,779,Reputation,87393,4,11273,,20932,13815,919
11667,1,779,Reputation,87393,4,11273,,20932,13832,919
11668,8,779,Reputation,87393,8,11273,,20932,13915,919
11669,4,779,Reputation,87393,5,11273,,20932,13919,919
11670,2,779,Reputation,87393,5,11273,,20932,13942,919
11671,1,779,Reputation,87393,1,11273,,20932,13955,919
11672,6,779,Reputation,87393,27,11273,,20932,13986,919
11673,3,779,Reputation,87393,4,11273,,20932,13993,919
11674,8,779,Reputation,87393,10,11273,,20932,14068,919
11675,0,779,Reputation,87393,2,11273,,20932,14124,919
11676,0,779,Reputation,87393,0,11273,,20932,14281,919
11677,0,779,Reputation,87393,0,11273,,20932,14282,919
11678,0,779,Reputation,87393,0,11273,,20932,14285,919
11679,0,779,Reputation,87393,0,11273,,20932,14286,919
11680,0,779,Reputation,87393,0,11273,,20932,14287,919
11681,0,779,Reputation,87393,0,11273,,20932,14288,919
11682,1,779,Reputation,87393,4,11273,,20932,14300,919
11683,0,779,Reputation,87393,4,11273,,20932,14347,919
11684,12,779,Reputation,87393,13,11273,,20932,14352,919
11685,4,779,Reputation,87393,10,11273,,20932,14366,919
11686,16,779,Reputation,87393,5,11273,,20932,14407,919
11687,14,779,Reputation,87393,8,11273,,20932,14438,919
11688,1,779,Reputation,87393,20,11273,,20932,14490,919
11689,0,779,Reputation,87393,4,11273,,20932,14501,919
11690,2,779,Reputation,87393,5,11273,,20932,14519,919
11691,1,779,Reputation,87393,50,11273,,20932,14528,919
11692,0,779,Reputation,87393,3,11273,,20932,14718,919
11693,6,779,Reputation,87393,6,11273,,20932,14727,919
11694,19,779,Reputation,87393,12,11273,,20932,14776,919
11695,4,779,Reputation,87393,4,11273,,20932,14782,919
11696,4,779,Reputation,87393,9,11273,,20932,14824,919
11697,13,779,Reputation,87393,7,11273,,20932,14867,919
11698,0,779,Reputation,87393,4,11273,,20932,14921,919
11699,0,779,Reputation,87393,13,11273,,20932,15037,919
11700,6,779,Reputation,87393,5,11273,,20932,15083,919
11701,4,779,Reputation,87393,4,11273,,20932,15108,919
11702,8,779,Reputation,87393,2,11273,,20932,15125,919
11703,0,779,Reputation,87393,3,11273,,20932,15254,919
11704,2,779,Reputation,87393,3,11273,,20932,15284,919
11705,4,779,Reputation,87393,6,11273,,20932,15334,919
11706,0,779,Reputation,87393,4,11273,,20932,15369,919
11707,3,779,Reputation,87393,9,11273,,20932,15385,919
11708,2,779,Reputation,87393,3,11273,,20932,15401,919
11709,0,779,Reputation,87393,4,11273,,20932,15412,919
11710,2,779,Reputation,87393,4,11273,,20932,15446,919
11711,12,779,Reputation,87393,8,11273,,20932,15512,919
11712,4,779,Reputation,87393,10,11273,,20932,15557,919
11713,0,779,Reputation,87393,4,11273,,20932,15615,919
11714,1,779,Reputation,87393,6,11273,,20932,15663,919
11715,1,779,Reputation,87393,3,11273,,20932,15769,919
11716,0,779,Reputation,87393,7,11273,,20932,15992,919
11717,2,779,Reputation,87393,3,11273,,20932,16067,919
11718,1,779,Reputation,87393,5,11273,,20932,16091,919
11719,9,779,Reputation,87393,5,11273,,20932,16128,919
11720,5,779,Reputation,87393,15,11273,,20932,16169,919
11721,2,779,Reputation,87393,7,11273,,20932,16234,919
11722,3,779,Reputation,87393,12,11273,,20932,16246,919
11723,10,779,Reputation,87393,3,11273,,20932,16286,919
11724,0,779,Reputation,87393,0,11273,,20932,16419,919
11725,0,779,Reputation,87393,0,11273,,20932,16420,919
11726,1,779,Reputation,87393,4,11273,,20932,16429,919
11727,2,779,Reputation,87393,2,11273,,20932,16482,919
11728,4,779,Reputation,87393,6,11273,,20932,16503,919
11729,1,779,Reputation,87393,3,11273,,20932,16512,919
11730,0,779,Reputation,87393,9,11273,,20932,16517,919
11731,0,779,Reputation,87393,0,11273,,20932,16551,919
11732,0,779,Reputation,87393,3,11273,,20932,16589,919
11733,0,779,Reputation,87393,4,11273,,20932,16603,919
11734,1,779,Reputation,87393,10,11273,,20932,16609,919
11735,0,779,Reputation,87393,7,11273,,20932,16699,919
11736,3,779,Reputation,87393,6,11273,,20932,16812,919
11737,1,779,Reputation,87393,4,11273,,20932,16851,919
11738,1,779,Reputation,87393,5,11273,,20932,16854,919
11739,2,779,Reputation,87393,3,11273,,20932,16878,919
11740,1,779,Reputation,87393,3,11273,,20932,16881,919
11741,7,779,Reputation,87393,4,11273,,20932,16904,919
11742,8,779,Reputation,87393,2,11273,,20932,16925,919
11743,2,779,Reputation,87393,3,11273,,20932,17009,919
11744,5,779,Reputation,87393,4,11273,,20932,17074,919
11745,2,779,Reputation,87393,6,11273,,20932,17115,919
11746,0,779,Reputation,87393,7,11273,,20932,17122,919
11747,6,779,Reputation,87393,67,11273,,20932,17148,919
11748,2,779,Reputation,87393,9,11273,,20932,17163,919
11749,5,779,Reputation,87393,18,11273,,20932,17203,919
11750,10,779,Reputation,87393,3,11273,,20932,17205,919
11751,4,779,Reputation,87393,3,11273,,20932,17277,919
11752,2,779,Reputation,87393,6,11273,,20932,17292,919
11753,1,779,Reputation,87393,4,11273,,20932,17307,919
11754,0,779,Reputation,87393,2,11273,,20932,17340,919
11755,2,779,Reputation,87393,24,11273,,20932,17381,919
11756,2,779,Reputation,87393,3,11273,,20932,17384,919
11757,1,779,Reputation,87393,8,11273,,20932,17395,919
11758,3,779,Reputation,87393,5,11273,,20932,17483,919
11759,1,779,Reputation,87393,6,11273,,20932,17496,919
11760,4,779,Reputation,87393,12,11273,,20932,17547,919
11761,2,779,Reputation,87393,12,11273,,20932,17556,919
11762,2,779,Reputation,87393,3,11273,,20932,17716,919
11763,2,779,Reputation,87393,1,11273,,20932,17718,919
11764,2,779,Reputation,87393,11,11273,,20932,17744,919
11765,1,779,Reputation,87393,6,11273,,20932,17747,919
11766,0,779,Reputation,87393,22,11273,,20932,17789,919
11767,0,779,Reputation,87393,12,11273,,20932,17898,919
11768,1,779,Reputation,87393,6,11273,,20932,17902,919
11769,10,779,Reputation,87393,84,11273,,20932,18200,919
11770,0,779,Reputation,87393,12,11273,,20932,18259,919
11771,5,779,Reputation,87393,6,11273,,20932,18350,919
11772,0,779,Reputation,87393,0,11273,,20932,18364,919
11773,0,779,Reputation,87393,0,11273,,20932,18401,919
11774,1,779,Reputation,87393,7,11273,,20932,18417,919
11775,5,779,Reputation,87393,18,11273,,20932,18439,919
11776,7,779,Reputation,87393,22,11273,,20932,18442,919
11777,7,779,Reputation,87393,9,11273,,20932,18467,919
11778,1,779,Reputation,87393,11,11273,,20932,18554,919
11779,14,779,Reputation,87393,14,11273,,20932,18609,919
11780,1,779,Reputation,87393,4,11273,,20932,18613,919
11781,3,779,Reputation,87393,13,11273,,20932,18679,919
11782,0,779,Reputation,87393,5,11273,,20932,18755,919
11783,0,779,Reputation,87393,4,11273,,20932,18804,919
11784,3,779,Reputation,87393,4,11273,,20932,18845,919
11785,4,779,Reputation,87393,9,11273,,20932,18970,919
11786,3,779,Reputation,87393,8,11273,,20932,19013,919
11787,0,779,Reputation,87393,3,11273,,20932,19091,919
11788,4,779,Reputation,87393,4,11273,,20932,19453,919
11789,6,779,Reputation,87393,10,11273,,20932,19554,919
11790,0,779,Reputation,87393,6,11273,,20932,19831,919
11791,1,779,Reputation,87393,6,11273,,20932,19844,919
11792,0,779,Reputation,87393,7,11273,,20932,19919,919
11793,0,779,Reputation,87393,0,11273,,20932,20255,919
11794,0,779,Reputation,87393,0,11273,,20932,20256,919
11795,3,779,Reputation,87393,4,11273,,20932,20347,919
11796,0,779,Reputation,87393,2,11273,,20932,20419,919
11797,0,779,Reputation,87393,0,11273,,20932,20483,919
11798,0,779,Reputation,87393,0,11273,,20932,20491,919
11799,0,779,Reputation,87393,0,11273,,20932,20494,919
11800,0,779,Reputation,87393,0,11273,,20932,20540,919
11801,0,779,Reputation,87393,0,11273,,20932,20541,919
11802,2,779,Reputation,87393,3,11273,,20932,20577,919
11803,1,779,Reputation,87393,5,11273,,20932,20592,919
11804,4,779,Reputation,87393,11,11273,,20932,20626,919
11805,0,779,Reputation,87393,12,11273,,20932,20677,919
11806,2,779,Reputation,87393,3,11273,,20932,20685,919
11807,13,779,Reputation,87393,4,11273,,20932,20690,919
11808,0,779,Reputation,87393,0,11273,,20932,20696,919
11809,0,779,Reputation,87393,0,11273,,20932,20697,919
11810,1,779,Reputation,87393,6,11273,,20932,20838,919
11811,1,779,Reputation,87393,8,11273,,20932,20855,919
11812,1,779,Reputation,87393,5,11273,,20932,21118,919
11813,12,779,Reputation,87393,6,11273,,20932,21185,919
11814,2,779,Reputation,87393,4,11273,,20932,21414,919
11815,5,779,Reputation,87393,4,11273,,20932,21766,919
11816,0,779,Reputation,87393,0,11273,,20932,21866,919
11817,0,779,Reputation,87393,8,11273,,20932,21974,919
11818,0,779,Reputation,87393,3,11273,,20932,21979,919
11819,0,779,Reputation,87393,5,11273,,20932,22026,919
11820,0,779,Reputation,87393,0,11273,,20932,22099,919
11821,0,779,Reputation,87393,0,11273,,20932,22100,919
11822,0,779,Reputation,87393,2,11273,,20932,22117,919
11823,0,779,Reputation,87393,3,11273,,20932,22396,919
11824,9,779,Reputation,87393,5,11273,,20932,22459,919
11825,1,779,Reputation,87393,11,11273,,20932,22477,919
11826,0,779,Reputation,87393,2,11273,,20932,22545,919
11827,4,779,Reputation,87393,2,11273,,20932,22610,919
11828,0,779,Reputation,87393,6,11273,,20932,22703,919
11829,7,779,Reputation,87393,4,11273,,20932,22899,919
11830,1,779,Reputation,87393,5,11273,,20932,22900,919
11831,0,779,Reputation,87393,2,11273,,20932,22981,919
11832,5,779,Reputation,87393,6,11273,,20932,23003,919
11833,5,779,Reputation,87393,2,11273,,20932,23061,919
11834,4,779,Reputation,87393,5,11273,,20932,23161,919
11835,3,779,Reputation,87393,7,11273,,20932,23165,919
11836,1,779,Reputation,87393,6,11273,,20932,23266,919
11837,3,779,Reputation,87393,7,11273,,20932,23663,919
11838,0,779,Reputation,87393,6,11273,,20932,23762,919
11839,16,779,Reputation,87393,25,11273,,20932,23812,919
11840,0,779,Reputation,87393,5,11273,,20932,23919,919
11841,0,779,Reputation,87393,4,11273,,20932,23949,919
11842,1,779,Reputation,87393,11,11273,,20932,23956,919
11843,6,779,Reputation,87393,6,11273,,20932,24140,919
11844,2,779,Reputation,87393,6,11273,,20932,24201,919
11845,2,779,Reputation,87393,7,11273,,20932,24218,919
11846,7,779,Reputation,87393,6,11273,,20932,24236,919
11847,0,779,Reputation,87393,10,11273,,20932,24256,919
11848,14,779,Reputation,87393,2,11273,,20932,24265,919
11849,1,779,Reputation,87393,4,11273,,20932,24271,919
11850,5,779,Reputation,87393,10,11273,,20932,24393,919
11851,3,779,Reputation,87393,3,11273,,20932,24402,919
11852,0,779,Reputation,87393,3,11273,,20932,24407,919
11853,4,779,Reputation,87393,13,11273,,20932,24529,919
11854,1,779,Reputation,87393,8,11273,,20932,24590,919
11855,0,779,Reputation,87393,4,11273,,20932,24591,919
11856,3,779,Reputation,87393,5,11273,,20932,24639,919
11857,2,779,Reputation,87393,14,11273,,20932,24649,919
11858,3,779,Reputation,87393,3,11273,,20932,24654,919
11859,1,779,Reputation,87393,4,11273,,20932,24713,919
11860,2,779,Reputation,87393,4,11273,,20932,25017,919
11861,0,779,Reputation,87393,8,11273,,20932,25076,919
11862,4,779,Reputation,87393,7,11273,,20932,25079,919
11863,6,779,Reputation,87393,14,11273,,20932,25119,919
11864,2,779,Reputation,87393,5,11273,,20932,25167,919
11865,1,779,Reputation,87393,7,11273,,20932,25293,919
11866,2,779,Reputation,87393,4,11273,,20932,25321,919
11867,5,779,Reputation,87393,10,11273,,20932,25489,919
11868,2,779,Reputation,87393,10,11273,,20932,25560,919
11869,8,779,Reputation,87393,5,11273,,20932,25662,919
11870,3,779,Reputation,87393,2,11273,,20932,25664,919
11871,3,779,Reputation,87393,5,11273,,20932,25731,919
11872,0,779,Reputation,87393,0,11273,,20932,25852,919
11873,0,779,Reputation,87393,0,11273,,20932,25853,919
11874,0,779,Reputation,87393,5,11273,,20932,26004,919
11875,2,779,Reputation,87393,4,11273,,20932,26128,919
11876,2,779,Reputation,87393,8,11273,,20932,26187,919
11877,1,779,Reputation,87393,5,11273,,20932,26210,919
11878,3,779,Reputation,87393,5,11273,,20932,26421,919
11879,3,779,Reputation,87393,12,11273,,20932,26631,919
11880,8,779,Reputation,87393,7,11273,,20932,26704,919
11881,3,779,Reputation,87393,2,11273,,20932,26761,919
11882,0,779,Reputation,87393,0,11273,,20932,26935,919
11883,0,779,Reputation,87393,0,11273,,20932,26936,919
11884,0,779,Reputation,87393,0,11273,,20932,26937,919
11885,0,779,Reputation,87393,0,11273,,20932,26938,919
11886,0,779,Reputation,87393,4,11273,,20932,27031,919
11887,0,779,Reputation,87393,5,11273,,20932,27110,919
11888,0,779,Reputation,87393,4,11273,,20932,27181,919
11889,2,779,Reputation,87393,2,11273,,20932,27405,919
11890,2,779,Reputation,87393,3,11273,,20932,27584,919
11891,2,779,Reputation,87393,4,11273,,20932,27657,919
11892,13,779,Reputation,87393,4,11273,,20932,28046,919
11893,4,779,Reputation,87393,8,11273,,20932,28128,919
11894,0,779,Reputation,87393,0,11273,,20932,28209,919
11895,0,779,Reputation,87393,0,11273,,20932,28217,919
11896,0,779,Reputation,87393,0,11273,,20932,28219,919
11897,0,779,Reputation,87393,5,11273,,20932,28307,919
11898,0,779,Reputation,87393,0,11273,,20932,28326,919
11899,2,779,Reputation,87393,35,11273,,20932,28493,919
11900,1,779,Reputation,87393,5,11273,,20932,28527,919
11901,14,779,Reputation,87393,8,11273,,20932,28674,919
11902,3,779,Reputation,87393,7,11273,,20932,28678,919
11903,1,779,Reputation,87393,37,11273,,20932,28741,919
11904,1,779,Reputation,87393,7,11273,,20932,28751,919
11905,4,779,Reputation,87393,7,11273,,20932,29010,919
11906,11,779,Reputation,87393,57,11273,,20932,29129,919
11907,2,779,Reputation,87393,3,11273,,20932,29495,919
11908,7,779,Reputation,87393,3,11273,,20932,29514,919
11909,7,779,Reputation,87393,8,11273,,20932,29597,919
11910,2,779,Reputation,87393,7,11273,,20932,29630,919
11911,9,779,Reputation,87393,6,11273,,20932,29662,919
11912,3,779,Reputation,87393,4,11273,,20932,29852,919
11913,7,779,Reputation,87393,6,11273,,20932,29899,919
11914,1,779,Reputation,87393,3,11273,,20932,29948,919
11915,1,779,Reputation,87393,4,11273,,20932,30102,919
11916,1,779,Reputation,87393,15,11273,,20932,30276,919
11917,10,779,Reputation,87393,9,11273,,20932,30330,919
11918,1,779,Reputation,87393,4,11273,,20932,30332,919
11919,8,779,Reputation,87393,10,11273,,20932,30412,919
11920,9,779,Reputation,87393,6,11273,,20932,30557,919
11921,0,779,Reputation,87393,2,11273,,20932,30688,919
11922,10,779,Reputation,87393,16,11273,,20932,30749,919
11923,2,779,Reputation,87393,9,11273,,20932,30755,919
11924,0,779,Reputation,87393,9,11273,,20932,30828,919
11925,10,779,Reputation,87393,34,11273,,20932,30850,919
11926,4,779,Reputation,87393,6,11273,,20932,30884,919
11927,1,779,Reputation,87393,9,11273,,20932,30992,919
11928,0,779,Reputation,87393,2,11273,,20932,31005,919
11929,7,779,Reputation,87393,22,11273,,20932,31095,919
11930,0,779,Reputation,87393,3,11273,,20932,31133,919
11931,0,779,Reputation,87393,2,11273,,20932,31312,919
11932,10,779,Reputation,87393,5,11273,,20932,31512,919
11933,0,779,Reputation,87393,5,11273,,20932,31533,919
11934,1,779,Reputation,87393,6,11273,,20932,31571,919
11935,0,779,Reputation,87393,2,11273,,20932,31656,919
11936,5,779,Reputation,87393,8,11273,,20932,31660,919
11937,1,779,Reputation,87393,3,11273,,20932,31684,919
11938,4,779,Reputation,87393,10,11273,,20932,31691,919
11939,2,779,Reputation,87393,3,11273,,20932,31799,919
11940,3,779,Reputation,87393,6,11273,,20932,31926,919
11941,0,779,Reputation,87393,0,11273,,20932,32011,919
11942,0,779,Reputation,87393,0,11273,,20932,32012,919
11943,1,779,Reputation,87393,9,11273,,20932,32048,919
11944,1,779,Reputation,87393,20,11273,,20932,32116,919
11945,2,779,Reputation,87393,8,11273,,20932,32237,919
11946,7,779,Reputation,87393,4,11273,,20932,32250,919
11947,0,779,Reputation,87393,0,11273,,20932,32457,919
11948,0,779,Reputation,87393,0,11273,,20932,32458,919
11949,1,779,Reputation,87393,4,11273,,20932,32551,919
11950,0,779,Reputation,87393,5,11273,,20932,32569,919
11951,2,779,Reputation,87393,20,11273,,20932,32625,919
11952,10,779,Reputation,87393,4,11273,,20932,32698,919
11953,0,779,Reputation,87393,5,11273,,20932,32753,919
11954,4,779,Reputation,87393,11,11273,,20932,32832,919
11955,3,779,Reputation,87393,5,11273,,20932,32844,919
11956,0,779,Reputation,87393,13,11273,,20932,32939,919
11957,1,779,Reputation,87393,9,11273,,20932,33033,919
11958,6,779,Reputation,87393,16,11273,,20932,33102,919
11959,4,779,Reputation,87393,6,11273,,20932,33134,919
11960,0,779,Reputation,87393,8,11273,,20932,33194,919
11961,4,779,Reputation,87393,2,11273,,20932,33310,919
11962,4,779,Reputation,87393,5,11273,,20932,33473,919
11963,0,779,Reputation,87393,0,11273,,20932,33481,919
11964,0,779,Reputation,87393,0,11273,,20932,33482,919
11965,0,779,Reputation,87393,0,11273,,20932,33484,919
11966,0,779,Reputation,87393,0,11273,,20932,33487,919
11967,0,779,Reputation,87393,0,11273,,20932,33488,919
11968,1,779,Reputation,87393,4,11273,,20932,33514,919
11969,0,779,Reputation,87393,12,11273,,20932,33559,919
11970,8,779,Reputation,87393,2,11273,,20932,33891,919
11971,0,779,Reputation,87393,7,11273,,20932,33939,919
11972,5,779,Reputation,87393,6,11273,,20932,33992,919
11973,1,779,Reputation,87393,5,11273,,20932,34063,919
11974,0,779,Reputation,87393,0,11273,,20932,34077,919
11975,0,779,Reputation,87393,0,11273,,20932,34078,919
11976,1,779,Reputation,87393,6,11273,,20932,34102,919
11977,3,779,Reputation,87393,6,11273,,20932,34186,919
11978,7,779,Reputation,87393,3,11273,,20932,34320,919
11979,0,779,Reputation,87393,0,11273,,20932,34385,919
11980,0,779,Reputation,87393,0,11273,,20932,34386,919
11981,0,779,Reputation,87393,0,11273,,20932,34387,919
11982,0,779,Reputation,87393,0,11273,,20932,34388,919
11983,1,779,Reputation,87393,15,11273,,20932,34401,919
11984,0,779,Reputation,87393,3,11273,,20932,34468,919
11985,0,779,Reputation,87393,16,11273,,20932,34523,919
11986,0,779,Reputation,87393,7,11273,,20932,34799,919
11987,4,779,Reputation,87393,8,11273,,20932,34813,919
11988,3,779,Reputation,87393,12,11273,,20932,34894,919
11989,2,779,Reputation,87393,11,11273,,20932,34991,919
11990,1,779,Reputation,87393,7,11273,,20932,35035,919
11991,1,779,Reputation,87393,4,11273,,20932,35056,919
11992,5,779,Reputation,87393,15,11273,,20932,35138,919
11993,0,779,Reputation,87393,2,11273,,20932,35177,919
11994,10,779,Reputation,87393,16,11273,,20932,35190,919
11995,1,779,Reputation,87393,1,11273,,20932,35202,919
11996,6,779,Reputation,87393,8,11273,,20932,35264,919
11997,1,779,Reputation,87393,9,11273,,20932,35268,919
11998,7,779,Reputation,87393,6,11273,,20932,35318,919
